,evaluation,date,label
349,歐巴馬勝選機率達76%，共和黨也可望續控眾議院,2012-10-1,0
350,法國爆發反撙節抗爭！斯洛伐克總理：歐元區難維持,2012-10-1,0
351,《油價》供應下滑 NYMEX原油上漲0.4%,2012-10-1,-1
352,《主筆室》美貨幣流通速度創50年新低，怎麼救？,2012-10-1,-1
353,《歐股》歐蘭德徵富人稅、法股跌逾2%，英德走低,2012-10-1,-1
354,《美債》經濟數據差，10年期公債殖利率創3週新低,2012-10-1,-1
355,9月過了鴻夏戀呢？Sharp：首腦未碰面恐拖至明年3月,2012-10-1,0
356,《美股》西班牙銀行虧損程度低於預期，道瓊跌幅縮,2012-10-1,-1
357,《匯市》日圓佔比創05年新高，美元連貶兩季,2012-10-1,-1
358,《美國經濟》上週初領失業金36.3萬人低於預期,2012-11-1,-1
359,中美晶：中歐美進行貿易戰 台廠地位將更凸顯,2012-11-1,-1
360,碩天前三季獲利年增近四成 Q4料續成長,2012-11-1,0
361,碩禾：背銀漿拼4成市占；明年台廠電池供不應求,2012-11-1,-1
362,巴克萊下調台灣GDP今年至1.1%，明年為3%,2012-11-1,-1
363,陸經濟已止穩？鐵路貨運量四連跌、就業八連縮！,2012-11-1,-1
364,立錡Q4營收可能2位數下滑，通訊產品支撐動能,2012-11-1,-1
365,《房地產》北市百貨商圈店面租金跌1~3成,2012-11-1,-1
366,新壽：台股佈局調整 海外加碼人民幣資產,2012-11-1,-1
367,Sony上季智慧機賣880萬台 下砍液電-掌上機銷量目標,2012-11-1,0
368,《韓股》現代汽車下挫，KOSPI跌0.71%；LGD勁揚,2012-11-1,0
369,《日股》日經連2揚 Panasonic跌停狂瀉創38年新低,2012-11-1,-1
370,《台股》開低走高，震盪逾百點，收漲13點,2012-11-1,-1
371,德國人高喊「把黃金送回國」，準備跟歐元說Bye？,2012-11-1,-1
372,"《財報》Sharp淨損恐達4,500億 將步爾必達後塵？",2012-11-1,0
373,11-1集中市場三大法人合計賣超52.18億元,2012-11-1,-1
374,美國跌落財政懸崖將推升美元？花旗：可能升值10%,2012-11-1,0
375,美日政府都在「跑三點半」，企業如何稅得安穩？,2012-11-1,0
376,《韓股》現代汽車下挫拖累盤勢，KOSPI跌0.55%,2012-11-1,-1
377,全力反擊！大陸對歐盟太陽能多晶矽祭雙反調查,2012-11-1,-1
378,《日股》日經早盤翻紅 Panasonic狂瀉19%創38年新低,2012-11-1,0
379,傳Galaxy S4明年初亮相！四核心CPU明年Q1量產,2012-11-1,-1
380,中興明年智慧機銷量挑戰5千萬支，發表努比亞品牌,2012-11-1,1
381,《大陸經濟》10月PMI升至50.2%，攀四個月新高,2012-11-1,1
382,Win8激勵效應落空？希捷：10-12月營收將季減6%,2012-11-1,1
383,《連接元件》不畏寒！6檔前三季賺逾3元,2012-11-1,-1
384,麥嘉華：美國舉債濫發食品券假性推高GDP，企業堪慮,2012-11-1,0
385,明尼亞波里斯FED籲調升通膨目標，黃金現貨價揚,2012-11-1,1
386,《歐股》能源、礦業類股財報不佳 三大指數由紅翻黑,2012-11-1,-1
387,美投資人不挺QE賣超美股267億美元，標普月線收跌,2012-11-1,0
388,《財報》蘋果音效晶片商Cirrus財測讚，盤後飆11%,2012-11-1,0
389,東芝下砍液晶電視銷量目標 將持續減產NAND Flash,2012-11-1,1
390,《匯市》希臘援助談判仍無結論，歐元升貶互見,2012-11-1,1
391,《油價》煉廠恢復 NYMEX原油上漲0.65%,2012-11-1,-1
392,《美股》暴風過後股市平盤震盪，災後重建股走強,2012-11-1,-1
393,Sharp傳明年1月量產Ultrabook用13吋IGZO面板,2012-11-1,0
394,《美國經濟》第三季GDP成長年率上修至2.7%,2012-11-29,1
395,"《美國經濟》上週初領失業金減少23,000人",2012-11-29,-1
396,App與電子商務等拆帳業務 刺激尚凡再成長,2012-11-29,0
397,銀行核心動能雙增 第一金明年獲利再攀高,2012-11-29,0
398,F-龍燈Q4獲利拼前3季總和 規模排名估升至第8,2012-11-29,0
399,太陽能-醫療帶動 F-貿聯明年營收成長將勝今年,2012-11-29,-1
400,南海恐成亞版巴勒斯坦！海南省1月起驅逐外國船舶,2012-11-29,0
401,《陸股》券商股重挫！滬指跌0.51%、續創09年新低,2012-11-29,-1
402,萬潤與美商ESI間專利侵權訴訟，以4.75億達成和解,2012-11-29,0
403,《韓股》美國財政談判露曙光，KOSPI創3週新高,2012-11-29,-1
404,Sharp廣發邀請？傳戴爾加入Intel、高通注資談判,2012-11-29,0
405,《日股》美財政懸崖傳有解-日圓貶 日經收漲0.99%,2012-11-29,0
406,11-29集中市場三大法人合計買超121.28億元,2012-11-29,1
407,《台股》量增漲68點，收復年線、站上7500點,2012-11-29,-1
408,《韓股》現代汽車勁揚，KOSPI漲0.91%；三星逆勢跌,2012-11-29,1
409,韓圜升得還不夠？美國：還可升10%，擬對南韓施壓,2012-11-29,0
410,《日股》美財政懸崖傳有解-日圓貶 日經早盤漲0.66%,2012-11-29,-1
411,巴菲特稱年底前懸崖談判恐無解，暗示支出需大砍,2012-11-29,-1
412,亞馬遜站回季線！美國網路星期一線上銷額破紀錄,2012-11-29,-1
413,IMF：大陸經濟有五分之一的機率會陷入危機,2012-11-29,1
414,大陸瘋平板！上季銷量大增62% 蘋果狂拿逾7成市佔,2012-11-29,1
415,歐巴馬當選、北美法人信心創新低，狂砍美股基金,2012-11-29,-1
416,BHP：大陸未來成長率估7-8%，美國經濟難大幅好轉,2012-11-29,-1
417,微軟CEO：諾基亞、HTC智慧機在許多國家被搶購一空,2012-11-29,-1
418,《美債》美國5年債認購需求創8年新高，公債價格漲,2012-11-29,-1
419,《歐股》懸崖僵局傳有解、指數收漲，安謀創高,2012-11-29,-1
420,《油價》擔憂需求 NYMEX原油期貨下跌0.8%,2012-11-29,-1
421,《美股》歐巴馬說聖誕節前敲定財政協議，道瓊攀高,2012-11-29,-1
422,《美國經濟》新屋銷售降至36.8萬戶，遜於預期,2012-11-29,1
423,Win8往平板-手機發展，PC系統商產品ASP看跌,2012-11-30,0
424,F-福貞Q4旺季仍旺 全年營收衝60億、EPS拼5元,2012-11-30,1
425,醣聯12-18上櫃；日夥伴大腸癌新藥年底IND,2012-11-30,-1
426,歐美需求疲！德國零售月減2.8%，創09年最大降幅,2012-11-30,-1
427,日相熱門人選安倍：日本央行應學FED直接影響股市,2012-11-30,0
428,《台股》日線連7紅、放量漲76點，月線翻紅,2012-11-30,-1
429,《韓股》SK Hynix、藍籌股下挫，KOSPI跌0.1%,2012-11-30,0
430,金磚失色！印度成長率遜預期，連續3個季度低於6%,2012-11-30,-1
431,11-30集中市場三大法人合計買超163.29億元,2012-11-30,1
432,《日股》日經創7個月新高 月線連4紅大漲5.8%,2012-11-30,1
433,Surface Pro電池續航力減半！CNET：較像Ultrabook,2012-11-30,-1
434,美經濟早已陷入衰退？家庭支出、企業投資一路縮減,2012-11-30,-1
435,《韓股》金融股走揚、惟機構法人賣超，KOSPI小漲,2012-11-30,1
436,《日股》日經早盤漲0.88% UNIQLO掛牌來首見連10漲,2012-11-30,-1
437,民主黨提議加稅花大錢！共和黨嘆：拜託認真點,2012-11-30,-1
438,社福財源堪慮！美國嬰兒出生率創1920年新低,2012-11-30,-1
439,財政談判還有得拖？CBO：明年2-3月觸及舉債上限,2012-11-30,-1
440,缺貨影響！？Wii U美國銷售量大輸PS3及Xbox 360,2012-11-30,1
441,NPD：Win8平板幾乎賣不出去，僅佔整體裝置銷量1%,2012-11-30,0
442,《美國經濟》Sandy搗蛋！連鎖同店銷售僅年增1.7%,2012-11-30,0
443,《美債》舉債上限、財政懸崖變數多，債市震盪,2012-11-30,-1
444,《匯市》日債殖利率創9年新低，歐元兌日圓止貶,2012-11-30,-1
445,《油價》經濟數據帶動 NYMEX原油上漲1.8%,2012-11-30,-1
446,《美股》市場緊盯財政懸崖進度，NASDAQ站上半年線,2012-11-30,0
447,《歐股》礦業股領漲，Stoxx 600指數創去年6月新高,2012-11-30,-1
448,懸崖估暫可避開：富人需多繳稅，兩個月內不刪支出,2013-1-1,0
449,德拉吉Show Hand救市成功，希臘股市6個月漲近五成,2013-1-2,0
450,貨櫃航運龍頭馬士基樂觀！農曆新年前看好亞歐航線,2013-1-2,-1
451,《韓股》三星創新高、鋼鐵股勁揚，KOSPI漲1.71%,2013-1-2,1
452,1-2集中市場三大法人合計買超68.5億元,2013-1-2,1
453,日本人口減額創歷史新高，安倍2%通膨＝病急亂投醫,2013-1-2,-1
454,《台股》開紅盤收漲近80點，創波段新高,2013-1-2,-1
455,岩田聰：Wii U持續供不應求 3DS日本累銷將破千萬台,2013-1-2,-1
456,LG 55吋OLED TV 2月開始出貨，售價高達1萬美元,2013-1-2,1
457,《韓股》美未墜懸崖、三星跳漲，KOSPI創9個月新高,2013-1-2,1
458,美國躲過財政懸崖！眾院通過法案，赤字恐增4兆美元,2013-1-2,0
459,參院版法案＝美國77%家庭得多繳稅金,2013-1-2,-1
460,"iPhone6,1、iOS 7現蹤跡！程式測試IP位址直指蘋果",2013-1-2,-1
461,羅姆尼顧問：美國中產階級不增稅＝痴心妄想,2013-1-2,-1
462,陸財政部高調發警語：地方政府不得違法融資,2013-1-2,1
463,里程碑！大陸2013汽車產量料首度超越歐洲+俄、土,2013-1-2,1
464,台灣成日本工具機廠出口據點 Citizen釋單-大隈增產,2013-1-2,0
465,Win8開賣兩個月市佔＜Vista，微軟市值遭谷歌超越,2013-1-2,-1
466,美懸崖鬧劇ING！眾院是否批准參院版仍在未定之天,2013-1-2,-1
467,Kingston:2013年是Nand flash好年 模組廠得利,2013-1-2,0
468,中信傳將砸500億日圓收購日本銀行東京之星,2013-1-2,-1
469,《歐股》英法股封關日漲跌互見，德股全年大漲29%,2013-1-2,1
470,南韓2012遊戲股超夯，三星連續第5年創歷史新高,2013-1-2,1
471,布蘭特原油2012全年均價創新高,2013-1-2,1
472,美國2012生技、台灣LCD股夯，亞馬遜挾雲端戰蘋果,2013-1-2,1
473,2012日股回顧：出口股兩樣情 汽車股歡笑-電機股悲慘,2013-1-2,0
474,2012日股回顧：內需股出頭天 金融-營建漲勢驚人,2013-1-2,0
475,《匯市》日財長高調嗆聲，美元兌日圓全年升12.7%,2013-1-2,1
476,《美國經濟》1月非農就業增15.7萬人、失業率達7.9%,2013-2-1,-1
477,《陸股》金融領軍！滬指漲1.41%、站上2400點大關,2013-2-1,-1
478,瑞昱今年成長2大支柱 首推WLAN-次為TV晶片,2013-2-1,1
479,IMF：陸2025年越過路易斯拐點，低廉勞力將耗盡,2013-2-1,-1
480,戴爾出售案塵埃落定？傳最快下週一宣布協議,2013-2-1,-1
481,《韓股》韓圜創3個月新低！KOSPI終場跌幅縮至0.21%,2013-2-1,-1
482,本週股票型基金吸金額為債券6倍！資金上演大輪動？,2013-2-1,-1
483,《日股》日經收漲0.47% 週線54年來首見連12揚,2013-2-1,-1
484,瑞昱：Q1表現很強、不像有過年，Wifi動力最大,2013-2-1,-1
485,鴻海加持！夏普上季面板事業營收大增49% 虧損縮小,2013-2-1,-1
486,《台股》內閣改組淡定，漲5點；週線漲183點,2013-2-1,0
487,2-1集中市場三大法人合計買超67.57億元,2013-2-1,1
488,《財報》IGZO奏功 夏普本業5季來首度轉盈 營收增15%,2013-2-1,1
489,Lombard：企業投資效益變差，陸股漲勢終將結束,2013-2-1,0
490,PS4 2月現身？WSJ：Sony將發表新款PlayStation,2013-2-1,1
491,大陸百城住宅均價連八漲，1月均價漲幅再擴大,2013-2-1,1
492,《韓股》陸製造業數據澆市場冷水，KOSPI跌0.43%,2013-2-1,0
493,《日股》日圓貶、豐田創新高 日經早盤漲0.35%,2013-2-1,-1
494,美國信用太浮濫！葛洛斯：快把錢轉進澳洲、巴西,2013-2-1,-1
495,法就業市場僵化、車市買氣冷，固特異宣佈關廠裁員,2013-2-1,0
496,西班牙總理身陷收賄風暴，當地股市重挫2.45%,2013-2-1,-1
497,大陸1月官方製造業PMI降至50.4，遜於預期,2013-2-1,1
498,台日合作！Panasonic傳找台積電合組LSI生產公司,2013-2-1,0
499,"黑石名嘴：金價上看1,900美元，美股將大幅下挫",2013-2-1,-1
500,遠東新：開元國際取得遠百約1028.6萬股，計3.11億元,2013-2-1,-1
501,《財報》陶氏化學重挫6%，歐洲、大陸疲軟拖累盈餘,2013-2-1,0
502,FT：日系產品不具競爭力，日圓貶值也救不了Sony,2013-2-1,0
503,陸太陽能矽晶圓廠LDK獲人民幣4億元貸款，ADR飆9%,2013-2-1,-1
504,《歐股》靜候就業報告，銀行、石油股領跌三大指數,2013-2-1,-1
505,《匯市》日圓破底！相對於台幣、歐元連6個月貶值,2013-2-1,-1
506,需求改善 NYMEX原油一月上漲6.2%,2013-2-1,1
507,《美股》UPS財測遜、靜待就業報告出爐，道瓊收低,2013-2-1,1
508,工作天數少 北市2月買賣移轉量創11年同期新低,2013-3-1,-1
509,重心轉回類比IC市場 TI：今年看好工業-汽車應用,2013-3-1,1
510,《日股》Sony大漲 日經收漲0.4%週線連3揚,2013-3-1,1
511,3-1集中市場三大法人合計買超57.33億元,2013-3-1,1
512,《台股》補漲收高66點，收復短均；周K連2黑,2013-3-1,-1
513,避險需求熱！美元2月表現擊敗債券、股票以及原物料,2013-3-1,-1
514,2月匯豐台灣PMI降至50.2 仍屬連三個月呈擴張,2013-3-1,-1
515,與富士通合資設廠？台積：僅是「市場傳言、故事」,2013-3-1,-1
516,高通LTE晶片顛覆戰局！三星坦承蘋果聲勢恐壯大,2013-3-1,0
517,《日股》防禦性類股撐盤 日經早盤翻紅小漲,2013-3-1,-1
518,太陽能材料掀淘汰潮？JX退出多晶矽-Tokuyama大減產,2013-3-1,0
519,大陸2月官方製造業PMI降至50.1，遜於預期,2013-3-1,1
520,《財報》CMOS廠豪威盤後跌9%！本季財測不如預期,2013-3-1,1
521,《美債》FED挺QE，10年殖利率2月跌點創去年7月新高,2013-3-1,-1
522,遭指濫用專利權！世紀專利戰三星在日本又踢到鐵板,2013-3-1,0
523,《匯市》德拉吉短期內無意收緊貨幣政策，歐元腳軟,2013-3-1,-1
524,《油價》美元上漲 NYMEX原油下跌0.8%,2013-3-1,1
525,日圓貶勢將再起？BOJ人事案出爐 擴大寬鬆勢在必行,2013-3-1,0
526,《美股》自動減支替代案遭參議院否決，道瓊翻黑收低,2013-3-1,0
527,《美國經濟》接單旺！ISM芝加哥意外升創11個月新高,2013-3-1,1
528,《美國經濟》貿易赤字縮，Q4實質GDP成長上修至0.1%,2013-3-1,0
529,《金銀三會》台資銀准在特定區域設省區異地支行,2013-4-1,0
530,《金銀三會》陸銀參股上限放寬且可投資金控子行,2013-4-1,0
531,《韓股》出口類股走勢疲軟，KOSPI結束連5漲,2013-4-1,-1
532,西國300萬人極貧窮！僅歐巴馬能從德國手中解救歐洲,2013-4-1,-1
533,《日股》日經10天來第3度跌逾2%，1日創3週來新低,2013-4-1,-1
534,4-1集中市場三大法人合計買超28.42億元,2013-4-1,1
535,貴照買！陸房價連漲10個月，3月增幅創前年初新高,2013-4-1,1
536,《台股》量縮跌19點，7900失守,2013-4-1,-1
537,《韓股》南韓嗆將在北韓動作前搶先攻擊，KOSPI腳軟,2013-4-1,0
538,斯洛維尼亞，下一個向三頭馬車求援的歐洲國家？,2013-4-1,-1
539,東協、智慧機出口跳增！南韓貿易連14個月呈順差,2013-4-1,1
540,官員：農業利益若遭犧牲，日本將立即離開TPP談判桌,2013-4-1,0
541,GalaxyS4 mini本週發表？SamMobile：最快5月開賣,2013-4-1,1
542,南韓未來4年智慧機銷量停滯！業者赴新興市場找商機,2013-4-1,1
543,日銀短觀製造業信心遜預期，今年資本支出不增反減,2013-4-1,-1
544,慘！義大利銀行Monte Paschi存款流失達數十億歐元,2013-4-1,-1
545,槓上iPad mini？微軟調降Win8裝置螢幕解析度要求,2013-4-1,0
546,IMF：開發中國家央行大砍歐元資產，增持澳元,2013-4-1,-1
547,《主筆室》蘋果讓位，阿里巴巴挑戰全球市值冠軍？,2013-4-1,0
548,《美股》消費信心撐盤，標普500創新高、月線連六紅,2013-5-1,-1
549,《歐股》失業利空罩頂，英法股小跌、德股小漲,2013-5-1,-1
550,《美股》經濟數據喜憂參半，道瓊、標普盤中走平,2013-5-1,-1
551,《美國經濟》5月密大消費信心飆新高，近六年最強,2013-5-31,1
552,在野黨堅持應再協商，證所稅案今日難闖關,2013-5-31,0
553,歐元區失業率創歷史新高，葡義逾4成年輕人沒事做,2013-5-31,-1
554,系微：Android on x86「專案數是多到做不完」,2013-5-31,-1
555,《陸股》滬指跌0.74%、週線連五紅，月線漲5.63%,2013-5-31,-1
556,台塑越南大煉鋼廠投資額傳3級跳至285億美元,2013-5-31,-1
557,《韓股》QE減碼疑慮降，KOSPI漲0.05%；電池股勁揚,2013-5-31,0
558,《台股》開高走低、量增漲11點；月K連7紅,2013-5-31,1
559,《日股》日經收漲1.4% 週線大跌5.7%-月線結束連9揚,2013-5-31,-1
560,IMF：日圓匯價已微幅遭低估，不改革將吞貶值苦果,2013-5-31,-1
561,憂QE退場！南韓央行：希望94年債市風暴不要重演,2013-5-31,-1
562,5-31集中市場三大法人合計賣超67.2億元,2013-5-31,1
563,日圓、人民幣直接兌換滿一週年，單日交易額呈倍增,2013-5-31,0
564,新台幣兌美元匯價中午暫收29.953元，升值1.72角,2013-5-31,1
565,中國稱霸只是夢？JCER：2050年美國仍是經濟首強,2013-5-31,-1
566,《日股》跌深反彈 日經早盤勁揚1.62% Sony大漲,2013-5-31,1
567,總統喊話無效！美元兌南非幣飆破10，5月升逾11%,2013-5-31,-1
568,張炳南：歐美臨危未拋售，證明黃金穩定金融的價值,2013-5-31,-1
569,全球最大退休基金GPIF傳將修改規定、調高日股配置,2013-5-31,0
570,32GB黑色版幾賣光！RBC：GalaxyS4今年出貨8千萬支,2013-5-31,0
571,為行車安全把關！美國交通部推廣V2V、無人駕駛車,2013-5-31,-1
572,美國奧勒岡驚現非法基改小麥！日本宣佈禁止進口,2013-5-31,-1
573,《日本經濟》安倍經濟學「掉漆」？核心CPI連6降,2013-5-31,-1
574,證所稅修法 今有望三讀過關,2013-5-31,-1
575,新聚思將在美加賣3D Systems 3D列印機，股價創高,2013-5-31,1
576,憂WinRT需求弱！傳HTC打退堂鼓，12吋平板計畫喊卡,2013-5-31,0
577,《油價》刺激經濟預期 NYMEX原油上漲0.5%,2013-5-31,-1
